iban,type,Balance,openingsDate,company,accountmanager
NL08BEEH0010000032,BUSINESS_CH,0,11-09-2009,49584371,fajxpatve
NL78BEEH0010000033,BUSINESS_CH,0,11-09-2009,19782440,fajxpatve
NL51BEEH0010000034,BUSINESS_CH,0,11-09-2009,19782440,fajxpatve
NL24BEEH0010000035,BUSINESS_CH,0,11-09-2009,19782440,fajxpatve
NL94BEEH0010000036,BUSINESS_CH,0,11-09-2009,38802945,fajxpatve
NL67BEEH0010000037,BUSINESS_CH,0,11-09-2009,38802945,fajxpatve
NL40BEEH0010000038,BUSINESS_SV,0,11-09-2009,38802945,fajxpatve
NL13BEEH0010000039,BUSINESS_CH,0,11-09-2009,12620148,fajxpatve
NL83BEEH0010000040,BUSINESS_CH,0,11-09-2009,12620148,fajxpatve
NL56BEEH0010000041,BUSINESS_CH,0,11-09-2009,12620148,fajxpatve
NL29BEEH0010000042,BUSINESS_CH,0,11-09-2009,57898359,fajxpatve
NL02BEEH0010000043,BUSINESS_SV,0,11-09-2009,57898359,fajxpatve
NL72BEEH0010000044,BUSINESS_CH,0,11-09-2009,69451489,fajxpatve
NL45BEEH0010000045,BUSINESS_CH,0,11-09-2009,80799467,fajxpatve
NL18BEEH0010000046,BUSINESS_CH,0,11-09-2009,80799467,fajxpatve
NL88BEEH0010000047,BUSINESS_CH,0,11-09-2009,80799467,fajxpatve
NL61BEEH0010000048,BUSINESS_SV,0,11-09-2009,80799467,fajxpatve
NL34BEEH0010000049,BUSINESS_CH,0,11-09-2009,12664611,fajxpatve
NL07BEEH0010000050,BUSINESS_CH,0,11-09-2009,12664611,fajxpatve
NL77BEEH0010000051,BUSINESS_CH,0,11-09-2009,12664611,fajxpatve
NL50BEEH0010000052,BUSINESS_CH,0,11-09-2009,56599725,fajxpatve
NL23BEEH0010000053,BUSINESS_CH,0,11-09-2009,90441116,fajxpatve
NL93BEEH0010000054,BUSINESS_CH,0,11-09-2009,29493102,fajxpatve
NL66BEEH0010000055,BUSINESS_SV,0,11-09-2009,29493102,fajxpatve
NL39BEEH0010000056,BUSINESS_CH,0,11-09-2009,36284899,fajxpatve
NL12BEEH0010000057,BUSINESS_CH,0,11-09-2009,36284899,fajxpatve
NL82BEEH0010000058,BUSINESS_SV,0,11-09-2009,36284899,fajxpatve
NL55BEEH0010000059,BUSINESS_CH,0,11-09-2009,70227361,fajxpatve
NL28BEEH0010000060,BUSINESS_CH,0,11-09-2009,70227361,fajxpatve
NL98BEEH0010000061,BUSINESS_SV,0,11-09-2009,70227361,fajxpatve
NL71BEEH0010000062,BUSINESS_CH,0,11-09-2009,74267727,fajxpatve
NL44BEEH0010000063,BUSINESS_CH,0,11-09-2009,74267727,fajxpatve
NL17BEEH0010000064,BUSINESS_CH,0,11-09-2009,74267727,fajxpatve
NL87BEEH0010000065,BUSINESS_SV,0,11-09-2009,74267727,fajxpatve
NL60BEEH0010000066,BUSINESS_CH,0,11-09-2009,60605037,bdilnknro
NL33BEEH0010000067,BUSINESS_CH,0,11-09-2009,60605037,bdilnknro
NL06BEEH0010000068,BUSINESS_CH,0,11-09-2009,26573343,bdilnknro
NL76BEEH0010000069,BUSINESS_CH,0,11-09-2009,26573343,bdilnknro
NL49BEEH0010000070,BUSINESS_CH,0,11-09-2009,26573343,bdilnknro
NL22BEEH0010000071,BUSINESS_SV,0,11-09-2009,26573343,bdilnknro
NL92BEEH0010000072,BUSINESS_CH,0,11-09-2009,66096528,bdilnknro
NL65BEEH0010000073,BUSINESS_CH,0,11-09-2009,66096528,bdilnknro
NL38BEEH0010000074,BUSINESS_CH,0,11-09-2009,66096528,bdilnknro
NL11BEEH0010000075,BUSINESS_CH,0,11-09-2009,18748525,bdilnknro
NL81BEEH0010000076,BUSINESS_CH,0,11-09-2009,18748525,bdilnknro
NL54BEEH0010000077,BUSINESS_CH,0,11-09-2009,94617328,bdilnknro
NL27BEEH0010000078,BUSINESS_SV,0,11-09-2009,94617328,bdilnknro
NL97BEEH0010000079,BUSINESS_CH,0,11-09-2009,26607838,bdilnknro
NL70BEEH0010000080,BUSINESS_CH,0,11-09-2009,26607838,bdilnknro
NL43BEEH0010000081,BUSINESS_SV,0,11-09-2009,26607838,bdilnknro
NL16BEEH0010000082,BUSINESS_CH,0,11-09-2009,79175160,bdilnknro
NL86BEEH0010000083,BUSINESS_CH,0,11-09-2009,79175160,bdilnknro
NL59BEEH0010000084,BUSINESS_CH,0,11-09-2009,91213780,bdilnknro
NL32BEEH0010000085,BUSINESS_CH,0,11-09-2009,91213780,bdilnknro
NL05BEEH0010000086,BUSINESS_SV,0,11-09-2009,91213780,bdilnknro
NL75BEEH0010000087,BUSINESS_CH,0,11-09-2009,16461681,bdilnknro
NL48BEEH0010000088,BUSINESS_CH,0,11-09-2009,16461681,bdilnknro
NL21BEEH0010000089,BUSINESS_CH,0,11-09-2009,52129767,bdilnknro
NL91BEEH0010000090,BUSINESS_CH,0,11-09-2009,52129767,bdilnknro
NL64BEEH0010000091,BUSINESS_CH,0,11-09-2009,52129767,bdilnknro
NL37BEEH0010000092,BUSINESS_CH,0,11-09-2009,29216213,bdilnknro
NL10BEEH0010000093,BUSINESS_CH,0,11-09-2009,29216213,bdilnknro
NL80BEEH0010000094,BUSINESS_CH,0,11-09-2009,47891223,bdilnknro
NL53BEEH0010000095,BUSINESS_CH,0,11-09-2009,47891223,bdilnknro
NL26BEEH0010000096,BUSINESS_CH,0,11-09-2009,47891223,bdilnknro
NL96BEEH0010000097,BUSINESS_SV,0,11-09-2009,47891223,bdilnknro
NL69BEEH0010000098,BUSINESS_CH,0,11-09-2009,27787345,bdilnknro
NL42BEEH0010000099,BUSINESS_CH,0,11-09-2009,27787345,bdilnknro
NL15BEEH0010000100,BUSINESS_CH,0,11-09-2009,27787345,bdilnknro
NL85BEEH0010000101,BUSINESS_SV,0,11-09-2009,27787345,bdilnknro
NL58BEEH0010000102,BUSINESS_CH,0,11-09-2009,27787345,bdilnknro
NL31BEEH0010000103,BUSINESS_SV,0,11-09-2009,27787345,bdilnknro
NL04BEEH0010000104,RETAIL_CHECKING,0,11-09-2009,null,null
NL74BEEH0010000105,RETAIL_SAVING,0,11-09-2009,null,null
NL47BEEH0010000106,RETAIL_CHECKING,0,11-09-2009,null,null
NL20BEEH0010000107,RETAIL_SAVING,0,11-09-2009,null,null
NL90BEEH0010000108,RETAIL_CHECKING,0,11-09-2009,null,null
NL63BEEH0010000109,RETAIL_SAVING,0,11-09-2009,null,null
NL36BEEH0010000110,RETAIL_CHECKING,0,11-09-2009,null,null
NL09BEEH0010000111,RETAIL_SAVING,0,11-09-2009,null,null
NL79BEEH0010000112,RETAIL_CHECKING,0,11-09-2009,null,null
NL52BEEH0010000113,RETAIL_SAVING,0,11-09-2009,null,null
NL25BEEH0010000114,RETAIL_CHECKING,0,11-09-2009,null,null
NL95BEEH0010000115,RETAIL_SAVING,0,11-09-2009,null,null
NL68BEEH0010000116,RETAIL_CHECKING,0,11-09-2009,null,null
NL41BEEH0010000117,RETAIL_SAVING,0,11-09-2009,null,null
NL14BEEH0010000118,RETAIL_CHECKING,0,11-09-2009,null,null
NL84BEEH0010000119,RETAIL_SAVING,0,11-09-2009,null,null
NL57BEEH0010000120,RETAIL_CHECKING,0,11-09-2009,null,null
NL30BEEH0010000121,RETAIL_SAVING,0,11-09-2009,null,null
NL03BEEH0010000122,RETAIL_CHECKING,0,11-09-2009,null,null
NL73BEEH0010000123,RETAIL_SAVING,0,11-09-2009,null,null
NL46BEEH0010000124,RETAIL_CHECKING,0,11-09-2009,null,null
NL19BEEH0010000125,RETAIL_SAVING,0,11-09-2009,null,null
NL89BEEH0010000126,RETAIL_CHECKING,0,11-09-2009,null,null
NL62BEEH0010000127,RETAIL_SAVING,0,11-09-2009,null,null
NL35BEEH0010000128,RETAIL_CHECKING,0,11-09-2009,null,null
NL08BEEH0010000129,RETAIL_SAVING,0,11-09-2009,null,null
NL78BEEH0010000130,RETAIL_CHECKING,0,11-09-2009,null,null
NL51BEEH0010000131,RETAIL_SAVING,0,11-09-2009,null,null
NL24BEEH0010000132,RETAIL_CHECKING,0,11-09-2009,null,null
NL94BEEH0010000133,RETAIL_SAVING,0,11-09-2009,null,null
NL67BEEH0010000134,RETAIL_CHECKING,0,11-09-2009,null,null
NL40BEEH0010000135,RETAIL_SAVING,0,11-09-2009,null,null
NL13BEEH0010000136,RETAIL_CHECKING,0,11-09-2009,null,null
NL83BEEH0010000137,RETAIL_SAVING,0,11-09-2009,null,null
NL56BEEH0010000138,RETAIL_CHECKING,0,11-09-2009,null,null
NL29BEEH0010000139,RETAIL_SAVING,0,11-09-2009,null,null
NL02BEEH0010000140,RETAIL_CHECKING,0,11-09-2009,null,null
NL72BEEH0010000141,RETAIL_SAVING,0,11-09-2009,null,null
NL45BEEH0010000142,RETAIL_CHECKING,0,11-09-2009,null,null
NL18BEEH0010000143,RETAIL_SAVING,0,11-09-2009,null,null
NL88BEEH0010000144,RETAIL_CHECKING,0,11-09-2009,null,null
NL61BEEH0010000145,RETAIL_SAVING,0,11-09-2009,null,null
NL34BEEH0010000146,RETAIL_CHECKING,0,11-09-2009,null,null
NL07BEEH0010000147,RETAIL_SAVING,0,11-09-2009,null,null
NL77BEEH0010000148,RETAIL_CHECKING,0,11-09-2009,null,null
NL50BEEH0010000149,RETAIL_SAVING,0,11-09-2009,null,null
NL23BEEH0010000150,RETAIL_CHECKING,0,11-09-2009,null,null
NL93BEEH0010000151,RETAIL_SAVING,0,11-09-2009,null,null
NL66BEEH0010000152,RETAIL_CHECKING,0,11-09-2009,null,null
NL39BEEH0010000153,RETAIL_SAVING,0,11-09-2009,null,null
NL12BEEH0010000154,RETAIL_CHECKING,0,11-09-2009,null,null
NL82BEEH0010000155,RETAIL_SAVING,0,11-09-2009,null,null
NL55BEEH0010000156,RETAIL_CHECKING,0,11-09-2009,null,null
NL28BEEH0010000157,RETAIL_SAVING,0,11-09-2009,null,null
NL98BEEH0010000158,RETAIL_CHECKING,0,11-09-2009,null,null
NL71BEEH0010000159,RETAIL_SAVING,0,11-09-2009,null,null
NL44BEEH0010000160,RETAIL_CHECKING,0,11-09-2009,null,null
NL17BEEH0010000161,RETAIL_SAVING,0,11-09-2009,null,null
NL87BEEH0010000162,RETAIL_CHECKING,0,11-09-2009,null,null
NL60BEEH0010000163,RETAIL_SAVING,0,11-09-2009,null,null
NL33BEEH0010000164,RETAIL_CHECKING,0,11-09-2009,null,null
NL06BEEH0010000165,RETAIL_SAVING,0,11-09-2009,null,null
NL76BEEH0010000166,RETAIL_CHECKING,0,11-09-2009,null,null
NL49BEEH0010000167,RETAIL_SAVING,0,11-09-2009,null,null
NL22BEEH0010000168,RETAIL_CHECKING,0,11-09-2009,null,null
NL92BEEH0010000169,RETAIL_SAVING,0,11-09-2009,null,null
NL65BEEH0010000170,RETAIL_CHECKING,0,11-09-2009,null,null
NL38BEEH0010000171,RETAIL_SAVING,0,11-09-2009,null,null
NL11BEEH0010000172,RETAIL_CHECKING,0,11-09-2009,null,null
NL81BEEH0010000173,RETAIL_SAVING,0,11-09-2009,null,null
NL54BEEH0010000174,RETAIL_CHECKING,0,11-09-2009,null,null
NL27BEEH0010000175,RETAIL_SAVING,0,11-09-2009,null,null
NL97BEEH0010000176,RETAIL_CHECKING,0,11-09-2009,null,null
NL70BEEH0010000177,RETAIL_SAVING,0,11-09-2009,null,null
NL43BEEH0010000178,RETAIL_CHECKING,0,11-09-2009,null,null
NL16BEEH0010000179,RETAIL_SAVING,0,11-09-2009,null,null
NL86BEEH0010000180,RETAIL_CHECKING,0,11-09-2009,null,null
NL59BEEH0010000181,RETAIL_SAVING,0,11-09-2009,null,null
NL32BEEH0010000182,RETAIL_CHECKING,0,11-09-2009,null,null
NL05BEEH0010000183,RETAIL_SAVING,0,11-09-2009,null,null
NL75BEEH0010000184,RETAIL_CHECKING,0,11-09-2009,null,null
NL48BEEH0010000185,RETAIL_SAVING,0,11-09-2009,null,null
NL21BEEH0010000186,RETAIL_CHECKING,0,11-09-2009,null,null
NL91BEEH0010000187,RETAIL_SAVING,0,11-09-2009,null,null
NL64BEEH0010000188,RETAIL_CHECKING,0,11-09-2009,null,null
NL37BEEH0010000189,RETAIL_SAVING,0,11-09-2009,null,null
NL10BEEH0010000190,RETAIL_CHECKING,0,11-09-2009,null,null
NL80BEEH0010000191,RETAIL_SAVING,0,11-09-2009,null,null
NL53BEEH0010000192,RETAIL_CHECKING,0,11-09-2009,null,null
NL26BEEH0010000193,RETAIL_SAVING,0,11-09-2009,null,null
NL96BEEH0010000194,RETAIL_CHECKING,0,11-09-2009,null,null
NL69BEEH0010000195,RETAIL_SAVING,0,11-09-2009,null,null
NL42BEEH0010000196,RETAIL_CHECKING,0,11-09-2009,null,null
NL15BEEH0010000197,RETAIL_SAVING,0,11-09-2009,null,null
NL85BEEH0010000198,RETAIL_CHECKING,0,11-09-2009,null,null
NL58BEEH0010000199,RETAIL_SAVING,0,11-09-2009,null,null
NL31BEEH0010000200,RETAIL_CHECKING,0,11-09-2009,null,null
NL04BEEH0010000201,RETAIL_SAVING,0,11-09-2009,null,null
NL74BEEH0010000202,RETAIL_CHECKING,0,11-09-2009,null,null
NL47BEEH0010000203,RETAIL_SAVING,0,11-09-2009,null,null
NL20BEEH0010000204,RETAIL_CHECKING,0,11-09-2009,null,null
NL90BEEH0010000205,RETAIL_SAVING,0,11-09-2009,null,null
NL63BEEH0010000206,RETAIL_CHECKING,0,11-09-2009,null,null
NL36BEEH0010000207,RETAIL_SAVING,0,11-09-2009,null,null
NL09BEEH0010000208,RETAIL_CHECKING,0,11-09-2009,null,null
NL79BEEH0010000209,RETAIL_SAVING,0,11-09-2009,null,null
NL52BEEH0010000210,RETAIL_CHECKING,0,11-09-2009,null,null
NL25BEEH0010000211,RETAIL_SAVING,0,11-09-2009,null,null
NL95BEEH0010000212,RETAIL_CHECKING,0,11-09-2009,null,null
NL68BEEH0010000213,RETAIL_SAVING,0,11-09-2009,null,null
NL41BEEH0010000214,RETAIL_CHECKING,0,11-09-2009,null,null
NL14BEEH0010000215,RETAIL_SAVING,0,11-09-2009,null,null
NL84BEEH0010000216,RETAIL_CHECKING,0,11-09-2009,null,null
NL57BEEH0010000217,RETAIL_SAVING,0,11-09-2009,null,null
NL30BEEH0010000218,RETAIL_CHECKING,0,11-09-2009,null,null
NL03BEEH0010000219,RETAIL_SAVING,0,11-09-2009,null,null
NL73BEEH0010000220,RETAIL_CHECKING,0,11-09-2009,null,null
NL46BEEH0010000221,RETAIL_SAVING,0,11-09-2009,null,null
NL19BEEH0010000222,RETAIL_CHECKING,0,11-09-2009,null,null
NL89BEEH0010000223,RETAIL_SAVING,0,11-09-2009,null,null
NL62BEEH0010000224,RETAIL_CHECKING,0,11-09-2009,null,null
NL35BEEH0010000225,RETAIL_SAVING,0,11-09-2009,null,null
NL08BEEH0010000226,RETAIL_CHECKING,0,11-09-2009,null,null
NL78BEEH0010000227,RETAIL_SAVING,0,11-09-2009,null,null
NL51BEEH0010000228,RETAIL_CHECKING,0,11-09-2009,null,null
NL24BEEH0010000229,RETAIL_SAVING,0,11-09-2009,null,null
NL94BEEH0010000230,RETAIL_CHECKING,0,11-09-2009,null,null
NL67BEEH0010000231,RETAIL_SAVING,0,11-09-2009,null,null
NL40BEEH0010000232,RETAIL_CHECKING,0,11-09-2009,null,null
NL13BEEH0010000233,RETAIL_SAVING,0,11-09-2009,null,null
NL83BEEH0010000234,RETAIL_CHECKING,0,11-09-2009,null,null
NL56BEEH0010000235,RETAIL_SAVING,0,11-09-2009,null,null
NL29BEEH0010000236,RETAIL_CHECKING,0,11-09-2009,null,null
NL02BEEH0010000237,RETAIL_SAVING,0,11-09-2009,null,null
NL72BEEH0010000238,RETAIL_CHECKING,0,11-09-2009,null,null
NL45BEEH0010000239,RETAIL_SAVING,0,11-09-2009,null,null
NL18BEEH0010000240,RETAIL_CHECKING,0,11-09-2009,null,null
NL88BEEH0010000241,RETAIL_SAVING,0,11-09-2009,null,null
NL61BEEH0010000242,RETAIL_CHECKING,0,11-09-2009,null,null
NL34BEEH0010000243,RETAIL_SAVING,0,11-09-2009,null,null
NL07BEEH0010000244,RETAIL_CHECKING,0,11-09-2009,null,null
NL77BEEH0010000245,RETAIL_SAVING,0,11-09-2009,null,null
NL50BEEH0010000246,RETAIL_CHECKING,0,11-09-2009,null,null
NL23BEEH0010000247,RETAIL_SAVING,0,11-09-2009,null,null
NL93BEEH0010000248,RETAIL_CHECKING,0,11-09-2009,null,null
NL66BEEH0010000249,RETAIL_SAVING,0,11-09-2009,null,null
NL39BEEH0010000250,RETAIL_CHECKING,0,11-09-2009,null,null
NL12BEEH0010000251,RETAIL_SAVING,0,11-09-2009,null,null
NL82BEEH0010000252,RETAIL_CHECKING,0,11-09-2009,null,null
NL55BEEH0010000253,RETAIL_SAVING,0,11-09-2009,null,null
NL28BEEH0010000254,RETAIL_CHECKING,0,11-09-2009,null,null
NL98BEEH0010000255,RETAIL_SAVING,0,11-09-2009,null,null
NL71BEEH0010000256,RETAIL_CHECKING,0,11-09-2009,null,null
NL44BEEH0010000257,RETAIL_SAVING,0,11-09-2009,null,null
NL17BEEH0010000258,RETAIL_CHECKING,0,11-09-2009,null,null
NL87BEEH0010000259,RETAIL_SAVING,0,11-09-2009,null,null
NL60BEEH0010000260,RETAIL_CHECKING,0,11-09-2009,null,null
NL33BEEH0010000261,RETAIL_SAVING,0,11-09-2009,null,null
NL06BEEH0010000262,RETAIL_CHECKING,0,11-09-2009,null,null
NL76BEEH0010000263,RETAIL_SAVING,0,11-09-2009,null,null
NL49BEEH0010000264,RETAIL_CHECKING,0,11-09-2009,null,null
NL22BEEH0010000265,RETAIL_SAVING,0,11-09-2009,null,null
NL92BEEH0010000266,RETAIL_CHECKING,0,11-09-2009,null,null
NL65BEEH0010000267,RETAIL_SAVING,0,11-09-2009,null,null
NL38BEEH0010000268,RETAIL_CHECKING,0,11-09-2009,null,null
NL11BEEH0010000269,RETAIL_SAVING,0,11-09-2009,null,null
NL81BEEH0010000270,RETAIL_CHECKING,0,11-09-2009,null,null
NL54BEEH0010000271,RETAIL_SAVING,0,11-09-2009,null,null
NL27BEEH0010000272,RETAIL_CHECKING,0,11-09-2009,null,null
NL97BEEH0010000273,RETAIL_SAVING,0,11-09-2009,null,null
NL70BEEH0010000274,RETAIL_CHECKING,0,11-09-2009,null,null
NL43BEEH0010000275,RETAIL_SAVING,0,11-09-2009,null,null
NL16BEEH0010000276,RETAIL_CHECKING,0,11-09-2009,null,null
NL86BEEH0010000277,RETAIL_SAVING,0,11-09-2009,null,null
NL59BEEH0010000278,RETAIL_CHECKING,0,11-09-2009,null,null
NL32BEEH0010000279,RETAIL_SAVING,0,11-09-2009,null,null
NL05BEEH0010000280,RETAIL_CHECKING,0,11-09-2009,null,null
NL75BEEH0010000281,RETAIL_SAVING,0,11-09-2009,null,null
NL48BEEH0010000282,RETAIL_CHECKING,0,11-09-2009,null,null
NL21BEEH0010000283,RETAIL_SAVING,0,11-09-2009,null,null
NL91BEEH0010000284,RETAIL_CHECKING,0,11-09-2009,null,null
NL64BEEH0010000285,RETAIL_SAVING,0,11-09-2009,null,null
NL37BEEH0010000286,RETAIL_CHECKING,0,11-09-2009,null,null
NL10BEEH0010000287,RETAIL_SAVING,0,11-09-2009,null,null
NL80BEEH0010000288,RETAIL_CHECKING,0,11-09-2009,null,null
NL53BEEH0010000289,RETAIL_SAVING,0,11-09-2009,null,null
NL26BEEH0010000290,RETAIL_CHECKING,0,11-09-2009,null,null
NL96BEEH0010000291,RETAIL_SAVING,0,11-09-2009,null,null
NL69BEEH0010000292,RETAIL_CHECKING,0,11-09-2009,null,null
NL42BEEH0010000293,RETAIL_SAVING,0,11-09-2009,null,null
NL15BEEH0010000294,RETAIL_CHECKING,0,11-09-2009,null,null
NL85BEEH0010000295,RETAIL_SAVING,0,11-09-2009,null,null
NL58BEEH0010000296,RETAIL_CHECKING,0,11-09-2009,null,null
NL31BEEH0010000297,RETAIL_SAVING,0,11-09-2009,null,null
NL04BEEH0010000298,RETAIL_CHECKING,0,11-09-2009,null,null
NL74BEEH0010000299,RETAIL_SAVING,0,11-09-2009,null,null
NL47BEEH0010000300,RETAIL_CHECKING,0,11-09-2009,null,null
NL20BEEH0010000301,RETAIL_SAVING,0,11-09-2009,null,null
NL90BEEH0010000302,RETAIL_CHECKING,0,11-09-2009,null,null
NL63BEEH0010000303,RETAIL_SAVING,0,11-09-2009,null,null
NL36BEEH0010000304,RETAIL_CHECKING,0,11-09-2009,null,null
NL09BEEH0010000305,RETAIL_SAVING,0,11-09-2009,null,null
NL79BEEH0010000306,RETAIL_CHECKING,0,11-09-2009,null,null
NL52BEEH0010000307,RETAIL_SAVING,0,11-09-2009,null,null
NL25BEEH0010000308,RETAIL_CHECKING,0,11-09-2009,null,null
NL95BEEH0010000309,RETAIL_SAVING,0,11-09-2009,null,null
NL68BEEH0010000310,RETAIL_CHECKING,0,11-09-2009,null,null
NL41BEEH0010000311,RETAIL_SAVING,0,11-09-2009,null,null
NL14BEEH0010000312,RETAIL_CHECKING,0,11-09-2009,null,null
NL84BEEH0010000313,RETAIL_SAVING,0,11-09-2009,null,null
NL57BEEH0010000314,RETAIL_CHECKING,0,11-09-2009,null,null
NL30BEEH0010000315,RETAIL_SAVING,0,11-09-2009,null,null
NL03BEEH0010000316,RETAIL_CHECKING,0,11-09-2009,null,null
NL73BEEH0010000317,RETAIL_SAVING,0,11-09-2009,null,null
NL46BEEH0010000318,RETAIL_CHECKING,0,11-09-2009,null,null
NL19BEEH0010000319,RETAIL_SAVING,0,11-09-2009,null,null
NL89BEEH0010000320,RETAIL_CHECKING,0,11-09-2009,null,null
NL62BEEH0010000321,RETAIL_SAVING,0,11-09-2009,null,null
NL35BEEH0010000322,RETAIL_CHECKING,0,11-09-2009,null,null
NL08BEEH0010000323,RETAIL_SAVING,0,11-09-2009,null,null
NL78BEEH0010000324,RETAIL_CHECKING,0,11-09-2009,null,null
NL51BEEH0010000325,RETAIL_SAVING,0,11-09-2009,null,null
NL24BEEH0010000326,RETAIL_CHECKING,0,11-09-2009,null,null
NL94BEEH0010000327,RETAIL_SAVING,0,11-09-2009,null,null
NL67BEEH0010000328,RETAIL_CHECKING,0,11-09-2009,null,null
NL40BEEH0010000329,RETAIL_SAVING,0,11-09-2009,null,null
NL13BEEH0010000330,RETAIL_CHECKING,0,11-09-2009,null,null
NL83BEEH0010000331,RETAIL_SAVING,0,11-09-2009,null,null
NL56BEEH0010000332,RETAIL_CHECKING,0,11-09-2009,null,null
NL29BEEH0010000333,RETAIL_SAVING,0,11-09-2009,null,null
NL02BEEH0010000334,RETAIL_CHECKING,0,11-09-2009,null,null
NL72BEEH0010000335,RETAIL_SAVING,0,11-09-2009,null,null
NL45BEEH0010000336,RETAIL_CHECKING,0,11-09-2009,null,null
NL18BEEH0010000337,RETAIL_SAVING,0,11-09-2009,null,null
NL88BEEH0010000338,RETAIL_CHECKING,0,11-09-2009,null,null
NL61BEEH0010000339,RETAIL_SAVING,0,11-09-2009,null,null
NL34BEEH0010000340,RETAIL_CHECKING,0,11-09-2009,null,null
NL07BEEH0010000341,RETAIL_SAVING,0,11-09-2009,null,null
NL77BEEH0010000342,RETAIL_CHECKING,0,11-09-2009,null,null
NL50BEEH0010000343,RETAIL_SAVING,0,11-09-2009,null,null
NL23BEEH0010000344,RETAIL_CHECKING,0,11-09-2009,null,null
NL93BEEH0010000345,RETAIL_SAVING,0,11-09-2009,null,null
NL66BEEH0010000346,RETAIL_CHECKING,0,11-09-2009,null,null
NL39BEEH0010000347,RETAIL_SAVING,0,11-09-2009,null,null
NL12BEEH0010000348,RETAIL_CHECKING,0,11-09-2009,null,null
NL82BEEH0010000349,RETAIL_SAVING,0,11-09-2009,null,null
NL55BEEH0010000350,RETAIL_CHECKING,0,11-09-2009,null,null
NL28BEEH0010000351,RETAIL_SAVING,0,11-09-2009,null,null
NL98BEEH0010000352,RETAIL_CHECKING,0,11-09-2009,null,null
NL71BEEH0010000353,RETAIL_SAVING,0,11-09-2009,null,null
NL44BEEH0010000354,RETAIL_CHECKING,0,11-09-2009,null,null
NL17BEEH0010000355,RETAIL_SAVING,0,11-09-2009,null,null
NL87BEEH0010000356,RETAIL_CHECKING,0,11-09-2009,null,null
NL60BEEH0010000357,RETAIL_SAVING,0,11-09-2009,null,null
